subject,trial_type,phase,digit,correct,rt,wmtask,parity,task,key_press,value,targetkey
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,8,1,356.55,spatial,even,parity,76,NA,right
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,3,1,406.07,spatial,odd,parity,65,NA,left
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,9,1,370.305,spatial,odd,parity,65,NA,left
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,2,1,505.26,spatial,even,parity,76,NA,right
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,7,1,312.8,spatial,odd,parity,65,NA,left
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,4,1,421.15,spatial,even,parity,76,NA,right
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,6,1,443.95,spatial,even,parity,76,NA,right
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,9,1,295.265,spatial,odd,parity,65,NA,left
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,8,1,411.58,spatial,even,parity,76,NA,right
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,3,1,264.09,spatial,odd,parity,65,NA,left
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,4,1,315.49,spatial,even,parity,76,NA,right
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,1,1,288.27,spatial,odd,parity,65,NA,left
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,6,1,417.85,spatial,even,parity,76,NA,right
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,2,1,439.32,spatial,even,parity,76,NA,right
ck7u5vy4bcgpq3jfezak,html-keyboard-response,load,7,1,360.975,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,791,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,618,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,781,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,516,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,611,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,560,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,682,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,647,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,640,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,571,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,611,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,797,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,0,671,spatial,odd,parity,76,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,662,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,925,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,779,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,1642,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,687,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,638,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,1117,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,1400,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,622,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,1229,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,561,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,485,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,563,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,597,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,574,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,1005,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,757,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,602,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,957,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,706,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,633,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,603,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,573,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,557,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,1168,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,662,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,1092,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,655,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,810,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,690,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,627,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,608,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,537,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,651,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,574,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,451,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,659,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,643,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,882,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,593,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,521,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,669,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,0,638,spatial,odd,parity,76,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,1695,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,791,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,814,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,577,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,614,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,607,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,539,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,755,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,471,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,0,884,spatial,odd,parity,76,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,1171,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,697,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,855,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,670,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,733,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,1095,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,763,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,527,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,1092,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,1183,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,613,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,645,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,713,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,951,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,671,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,612,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,575,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,510,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,431,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,0,437,spatial,odd,parity,76,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,706,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,606,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,730,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,1003,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,582,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,549,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,608,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,579,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,577,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,602,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,827,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,583,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,1095,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,655,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,922,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,841,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,626,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,573,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,747,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,1780,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,634,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,1122,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,501,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,503,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,469,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,604,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,620,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,596,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,520,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,518,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,669,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,619,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,486,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,583,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,438,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,647,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,612,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,636,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,501,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,577,spatial,even,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,602,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,550,spatial,odd,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,624,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,607,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,598,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,499,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,460,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,643,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,567,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,674,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,566,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,611,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,547,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,555,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,778,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,501,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,614,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,583,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,511,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,569,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,603,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,839,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,579,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,703,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,645,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,995,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,1079,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,603,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,552,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,790,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,514,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,511,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,774,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,621,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,907,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,602,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,814,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,483,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,633,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,756,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,639,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,594,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,513,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,522,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,495,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,558,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,512,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,614,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,648,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,963,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,691,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,486,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,509,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,541,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,519,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,516,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,570,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,686,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,0,523,spatial,odd,parity,65,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,636,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,446,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,478,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,642,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,540,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,553,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,991,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,518,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,495,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,476,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,635,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,704,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,649,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,803,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,951,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,684,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,591,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,759,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,514,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,599,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,569,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,491,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,935,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,1063,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,441,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,588,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,686,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,483,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,707,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,603,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,607,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,662,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,699,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,1252,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,660,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,706,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,0,822,spatial,odd,parity,65,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,935,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,835,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,1103,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,519,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,0,498,spatial,even,parity,76,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,518,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,676,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,787,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,602,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,590,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,0,913,spatial,odd,parity,65,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,2,1,859,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,1,1,619,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,4,1,586,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,9,1,627,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,6,1,891,spatial,even,parity,65,NA,left
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,646,spatial,odd,parity,76,NA,right
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,8,1,692,spatial,even,parity,65,NA,left
