subject,trial_type,phase,digit,correct,rt,wmtask,parity,task,key_press,value
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,628,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,645,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,1,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,0,1142,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,657,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,491,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,495,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,514,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,573,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,504,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,624,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,594,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,1424,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,0,559,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,455,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,579,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,429,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,549,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,853,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,1610,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,564,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,546,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,1069,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,540,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,557,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,737,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,1552,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,1257,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,971,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,562,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,581,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,648,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,1246,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,652,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,728,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,2896,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,3222,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,886,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,519,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,0,2141,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,1294,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,1112,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,500,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,578,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,656,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,738,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,558,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,801,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,1707,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,572,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,533,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,0,888,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,799,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,545,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,0,1517,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,737,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,549,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,1205,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,612,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,573,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,667,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,790,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,598,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,523,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,1591,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,658,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,723,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,1,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,1419,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,789,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,551,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,622,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,607,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,708,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,620,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,613,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,674,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,590,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,531,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,0,1118,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,561,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,574,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,1086,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,652,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,2001,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,559,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,643,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,1198,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,525,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,689,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,575,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,636,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,548,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,626,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,715,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,560,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,499,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,0,576,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,817,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,554,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,1,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,3682,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,821,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,535,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,1361,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,519,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,537,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,1159,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,882,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,806,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,750,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,522,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,682,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,738,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,934,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,607,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,1293,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,666,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,514,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,594,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,519,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,477,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,537,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,509,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,499,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,510,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,0,547,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,616,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,549,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,0,464,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,566,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,1213,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,670,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,2439,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,1813,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,547,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,553,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,616,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,497,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,539,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,730,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,589,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,1464,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,628,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,994,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,1038,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,540,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,714,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,818,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,1,NA,spatial,NA,NA,NA,NA
